motif_count,hourglass_type,signature,fanin_sig,fanout_sig,n_FF,n_FB,n_lat,n_waist,n_waist_active,n_waist_eff,n_periphery,compression,bottleneck_area,bottleneck_level,k_in,k_out,structure_str,fan_in_0_area,fan_in_0_level,fan_in_1_area,fan_in_1_level,fan_out_0_area,fan_out_0_level,fan_out_1_area,fan_out_1_level
2238020075401,mixed,mix->lat,mix,lat,1,0,3,2282,25,1.999,43284,18.968,LO,3,2,2,"[MEL2, MEL3] -> LOL3 -> [LO.LOPL3, ME.LOPL3]",ME,2,ME,3,LO.LOP,3,ME.LOP,3
1847163140332,mixed,mix->lat,mix,lat,1,0,3,2282,25,1.901,25096,10.997,LO,3,2,2,"[MEL3, ME.LOL2] -> LOL3 -> [LO.LOPL3, ME.LOPL3]",ME,3,ME.LO,2,LO.LOP,3,ME.LOP,3
1818697778826,mixed,mix->lat,mix,lat,1,0,3,2282,12,1.665,20714,9.077,LO,3,2,2,"[MEL3, ME.LOPL2] -> LOL3 -> [LO.LOPL3, ME.LOPL3]",ME,3,ME.LOP,2,LO.LOP,3,ME.LOP,3
969816670600,mixed,mix->lat,mix,lat,1,1,2,2282,2,1.444,33531,14.694,LO,3,2,2,"[LO.LOPL4, MEL2] -> LOL3 -> [LO.LOPL3, ME.LOPL3]",LO.LOP,4,ME,2,LO.LOP,3,ME.LOP,3
693678384700,mixed,mix->lat,mix,lat,1,1,2,2282,2,1.636,15343,6.723,LO,3,2,2,"[LO.LOPL4, ME.LOL2] -> LOL3 -> [LO.LOPL3, ME.LOPL3]",LO.LOP,4,ME.LO,2,LO.LOP,3,ME.LOP,3
575181351400,mixed,mix->lat,mix,lat,0,1,3,2282,2,1.57,19405,8.504,LO,3,2,2,"[LO.LOPL4, MEL3] -> LOL3 -> [LO.LOPL3, ME.LOPL3]",LO.LOP,4,ME,3,LO.LOP,3,ME.LOP,3
571732186800,mixed,mix->lat,mix,lat,1,1,2,2282,2,1.877,10961,4.803,LO,3,2,2,"[LO.LOPL4, ME.LOPL2] -> LOL3 -> [LO.LOPL3, ME.LOPL3]",LO.LOP,4,ME.LOP,2,LO.LOP,3,ME.LOP,3
397989965364,mixed,mix->lat,mix,lat,1,0,3,2282,4,1.331,19234,8.429,LO,3,2,2,"[LO.LOPL2, MEL3] -> LOL3 -> [LO.LOPL3, ME.LOPL3]",LO.LOP,2,ME,3,LO.LOP,3,ME.LOP,3
309495957475,mixed,mix->lat,mix,lat,1,0,3,2282,27,1.398,41439,18.159,LO,3,2,2,"[MEL2, ME.LOL3] -> LOL3 -> [LO.LOPL3, ME.LOPL3]",ME,2,ME.LO,3,LO.LOP,3,ME.LOP,3
238969461345,mixed,mix->lat,mix,lat,1,0,3,2282,12,1.276,43284,18.968,LO,3,2,2,"[MEL2, ME.LOPL3] -> LOL3 -> [LO.LOPL3, MEL3]",ME,2,ME.LOP,3,LO.LOP,3,ME,3
219471641036,mixed,mix->lat,mix,lat,1,0,3,2282,27,1.578,23251,10.189,LO,3,2,2,"[ME.LOL2, ME.LOL3] -> LOL3 -> [LO.LOPL3, ME.LOPL3]",ME.LO,2,ME.LO,3,LO.LOP,3,ME.LOP,3
202958357543,mixed,mix->lat,mix,lat,1,0,3,2282,11,1.391,41439,18.159,LO,3,2,2,"[MEL2, ME.LOPL3] -> LOL3 -> [LO.LOPL3, ME.LOL3]",ME,2,ME.LOP,3,LO.LOP,3,ME.LO,3
202801346464,mixed,mix->lat,mix,lat,1,0,3,2282,25,1.818,19632,8.603,LO,3,2,2,"[LOL2, MEL3] -> LOL3 -> [LO.LOPL3, ME.LOPL3]",LO,2,ME,3,LO.LOP,3,ME.LOP,3
178603706885,mixed,mix->lat,mix,lat,1,0,3,2282,13,1.823,18869,8.269,LO,3,2,2,"[ME.LOL3, ME.LOPL2] -> LOL3 -> [LO.LOPL3, ME.LOPL3]",ME.LO,3,ME.LOP,2,LO.LOP,3,ME.LOP,3
165443639963,mixed,mix->lat,mix,lat,1,0,3,2282,12,1.411,25096,10.997,LO,3,2,2,"[ME.LOL2, ME.LOPL3] -> LOL3 -> [LO.LOPL3, MEL3]",ME.LO,2,ME.LOP,3,LO.LOP,3,ME,3
147806731976,mixed,mix->lat,mix,lat,1,0,3,2282,9,1.239,43284,18.968,LO,3,2,2,"[LO.LOPL3, MEL2] -> LOL3 -> [MEL3, ME.LOPL3]",LO.LOP,3,ME,2,ME,3,ME.LOP,3
143731320164,mixed,mix->lat,mix,lat,1,0,3,2282,11,1.568,23251,10.189,LO,3,2,2,"[ME.LOL2, ME.LOPL3] -> LOL3 -> [LO.LOPL3, ME.LOL3]",ME.LO,2,ME.LOP,3,LO.LOP,3,ME.LO,3
129765654637,mixed,mix->lat,mix,lat,1,0,3,2282,7,1.631,20714,9.077,LO,3,2,2,"[ME.LOPL2, ME.LOPL3] -> LOL3 -> [LO.LOPL3, MEL3]",ME.LOP,2,ME.LOP,3,LO.LOP,3,ME,3
124734306967,mixed,mix->lat,mix,lat,1,0,3,2282,5,1.342,41439,18.159,LO,3,2,2,"[LO.LOPL3, MEL2] -> LOL3 -> [ME.LOL3, ME.LOPL3]",LO.LOP,3,ME,2,ME.LO,3,ME.LOP,3
116734494556,mixed,mix->lat,mix,lat,1,0,3,2282,6,1.814,18869,8.269,LO,3,2,2,"[ME.LOPL2, ME.LOPL3] -> LOL3 -> [LO.LOPL3, ME.LOL3]",ME.LOP,2,ME.LOP,3,LO.LOP,3,ME.LO,3
113887178960,mixed,mix->lat,mix,lat,1,1,2,2282,2,1.979,32714,14.336,LO,3,2,2,"[MEL2, ME.LOPL4] -> LOL3 -> [LO.LOPL3, ME.LOPL3]",ME,2,ME.LOP,4,LO.LOP,3,ME.LOP,3
