motif_count,hourglass_type,signature,fanin_sig,fanout_sig,n_FWD,n_BWD,n_LAT,n_waist,n_waist_active,n_waist_eff,n_periphery,compression,bottleneck_area,bottleneck_level,k_in,k_out,structure_str,fan_in_0_area,fan_in_0_level,fan_in_1_area,fan_in_1_level,fan_out_0_area,fan_out_0_level,fan_out_1_area,fan_out_1_level
1050,mixed,mix->FWD,mix,FWD,2,1,1,555,2,1.923,6088,10.969,ascending,2,2,2,"[descendingL3, sensoryL2] -> ascendingL2 -> [ascendingL3, sensoryL3]",descending,3,sensory,2,ascending,3,sensory,3
1029,mixed,mix->FWD,mix,FWD,3,1,0,555,4,1.233,13172,23.733,ascending,2,2,2,"[ascendingL3, centralL1] -> ascendingL2 -> [centralL3, visual_projectionL3]",ascending,3,central,1,central,3,visual_projection,3
1080,mixed,FWD->mix,FWD,mix,3,0,1,555,1,1.0,15467,27.868,ascending,2,2,2,"[centralL1, visual_centrifugalL1] -> ascendingL2 -> [centralL2, centralL3]",central,1,visual_centrifugal,1,central,2,central,3
703,mixed,FWD->mix,FWD,mix,3,0,1,555,8,4.138,15575,28.063,ascending,2,2,2,"[ascendingL1, centralL1] -> ascendingL2 -> [centralL2, centralL3]",ascending,1,central,1,central,2,central,3
301,mixed,FWD->mix,FWD,mix,3,0,1,555,2,1.112,15503,27.933,ascending,2,2,2,"[centralL1, visual_projectionL1] -> ascendingL2 -> [centralL2, centralL3]",central,1,visual_projection,1,central,2,central,3
180,mixed,FWD->mix,FWD,mix,3,0,1,555,1,1.0,10326,18.605,ascending,2,2,2,"[centralL1, visual_centrifugalL1] -> ascendingL2 -> [centralL3, visual_centrifugalL2]",central,1,visual_centrifugal,1,central,3,visual_centrifugal,2
179,mixed,FWD->mix,FWD,mix,3,0,1,555,5,2.806,10434,18.8,ascending,2,2,2,"[ascendingL1, centralL1] -> ascendingL2 -> [centralL3, visual_centrifugalL2]",ascending,1,central,1,central,3,visual_centrifugal,2
144,mixed,FWD->mix,FWD,mix,3,0,1,555,1,1.0,20791,37.461,ascending,2,2,2,"[ascendingL1, sensoryL1] -> ascendingL2 -> [centralL2, centralL3]",ascending,1,sensory,1,central,2,central,3
98,mixed,FWD->mix,FWD,mix,2,1,1,555,2,1.428,6185,11.144,ascending,2,2,2,"[ascendingL1, centralL1] -> ascendingL2 -> [centralL2, visual_centrifugalL1]",ascending,1,central,1,central,2,visual_centrifugal,1
79,mixed,FWD->mix,FWD,mix,3,0,1,555,2,1.106,10362,18.67,ascending,2,2,2,"[centralL1, visual_projectionL1] -> ascendingL2 -> [centralL3, visual_centrifugalL2]",central,1,visual_projection,1,central,3,visual_centrifugal,2
72,mixed,FWD->mix,FWD,mix,3,0,1,555,1,1.0,6113,11.014,ascending,2,2,2,"[centralL1, visual_centrifugalL1] -> ascendingL2 -> [centralL2, visual_centrifugalL3]",central,1,visual_centrifugal,1,central,2,visual_centrifugal,3
45,mixed,FWD->mix,FWD,mix,3,0,1,555,3,1.923,6627,11.941,ascending,2,2,2,"[ascendingL1, centralL1] -> ascendingL2 -> [ascendingL3, centralL2]",ascending,1,central,1,ascending,3,central,2
60,pure_FWD,FWD->FWD,FWD,FWD,4,0,0,555,1,1.0,10096,18.191,ascending,2,2,2,"[centralL1, visual_centrifugalL1] -> ascendingL2 -> [centralL3, visual_centrifugalL3]",central,1,visual_centrifugal,1,central,3,visual_centrifugal,3
54,pure_FWD,FWD->FWD,FWD,FWD,4,0,0,555,3,2.051,10610,19.117,ascending,2,2,2,"[ascendingL1, centralL1] -> ascendingL2 -> [ascendingL3, centralL3]",ascending,1,central,1,ascending,3,central,3
47,pure_FWD,FWD->FWD,FWD,FWD,4,0,0,555,2,1.719,12838,23.132,ascending,2,2,2,"[ascendingL1, centralL1] -> ascendingL2 -> [centralL3, visual_projectionL3]",ascending,1,central,1,central,3,visual_projection,3
36,pure_FWD,FWD->FWD,FWD,FWD,4,0,0,555,1,1.0,15482,27.895,ascending,2,2,2,"[ascendingL1, sensoryL1] -> ascendingL2 -> [centralL3, descendingL3]",ascending,1,sensory,1,central,3,descending,3
30,pure_FWD,FWD->FWD,FWD,FWD,4,0,0,555,1,1.0,10158,18.303,ascending,2,2,2,"[centralL1, visual_centrifugalL1] -> ascendingL2 -> [centralL3, descendingL3]",central,1,visual_centrifugal,1,central,3,descending,3
15,pure_FWD,FWD->FWD,FWD,FWD,4,0,0,555,1,1.0,10194,18.368,ascending,2,2,2,"[centralL1, visual_projectionL1] -> ascendingL2 -> [centralL3, descendingL3]",central,1,visual_projection,1,central,3,descending,3
15,pure_FWD,FWD->FWD,FWD,FWD,4,0,0,555,1,1.0,10132,18.256,ascending,2,2,2,"[centralL1, visual_projectionL1] -> ascendingL2 -> [centralL3, visual_centrifugalL3]",central,1,visual_projection,1,central,3,visual_centrifugal,3
10,pure_FWD,FWD->FWD,FWD,FWD,4,0,0,555,2,1.724,10266,18.497,ascending,2,2,2,"[ascendingL1, centralL1] -> ascendingL2 -> [centralL3, descendingL3]",ascending,1,central,1,central,3,descending,3
424,mixed,FWD->LAT,FWD,LAT,2,0,2,555,5,2.14,6451,11.623,ascending,2,2,2,"[ascendingL1, centralL1] -> ascendingL2 -> [centralL2, visual_centrifugalL2]",ascending,1,central,1,central,2,visual_centrifugal,2
216,mixed,FWD->LAT,FWD,LAT,2,0,2,555,1,1.0,6343,11.429,ascending,2,2,2,"[centralL1, visual_centrifugalL1] -> ascendingL2 -> [centralL2, visual_centrifugalL2]",central,1,visual_centrifugal,1,central,2,visual_centrifugal,2
99,mixed,FWD->LAT,FWD,LAT,2,0,2,555,2,1.084,6379,11.494,ascending,2,2,2,"[centralL1, visual_projectionL1] -> ascendingL2 -> [centralL2, visual_centrifugalL2]",central,1,visual_projection,1,central,2,visual_centrifugal,2
13,mixed,FWD->LAT,FWD,LAT,2,0,2,555,2,1.55,6192,11.157,ascending,2,2,2,"[ascendingL1, centralL1] -> ascendingL2 -> [centralL2, descendingL2]",ascending,1,central,1,central,2,descending,2
4983,mixed,BWD->mix,BWD,mix,1,2,1,555,5,1.902,16803,30.276,ascending,2,2,2,"[ascendingL3, sensoryL3] -> ascendingL2 -> [centralL2, centralL3]",ascending,3,sensory,3,central,2,central,3
3435,mixed,BWD->mix,BWD,mix,1,3,0,555,4,2.24,11886,21.416,ascending,2,2,2,"[ascendingL3, sensoryL3] -> ascendingL2 -> [centralL1, centralL3]",ascending,3,sensory,3,central,1,central,3
2800,mixed,BWD->mix,BWD,mix,1,2,1,555,2,1.997,6088,10.969,ascending,2,2,2,"[descendingL3, sensoryL3] -> ascendingL2 -> [ascendingL3, sensoryL2]",descending,3,sensory,3,ascending,3,sensory,2
1909,mixed,BWD->mix,BWD,mix,0,3,1,555,4,1.727,7903,14.24,ascending,2,2,2,"[ascendingL3, sensoryL3] -> ascendingL2 -> [centralL1, centralL2]",ascending,3,sensory,3,central,1,central,2
1635,mixed,BWD->mix,BWD,mix,1,2,1,555,3,2.044,11662,21.013,ascending,2,2,2,"[ascendingL3, sensoryL3] -> ascendingL2 -> [centralL3, visual_centrifugalL2]",ascending,3,sensory,3,central,3,visual_centrifugal,2
1210,mixed,BWD->mix,BWD,mix,1,2,1,555,23,4.064,15517,27.959,ascending,2,2,2,"[ascendingL3, centralL3] -> ascendingL2 -> [centralL2, descendingL3]",ascending,3,central,3,central,2,descending,3
1080,mixed,BWD->mix,BWD,mix,1,2,1,555,2,1.528,6088,10.969,ascending,2,2,2,"[ascendingL3, descendingL3] -> ascendingL2 -> [sensoryL2, sensoryL3]",ascending,3,descending,3,sensory,2,sensory,3
839,mixed,BWD->mix,BWD,mix,1,2,1,555,8,5.089,15517,27.959,ascending,2,2,2,"[ascendingL3, descendingL3] -> ascendingL2 -> [centralL2, centralL3]",ascending,3,descending,3,central,2,central,3
718,mixed,BWD->mix,BWD,mix,0,3,1,555,2,1.999,2762,4.977,ascending,2,2,2,"[ascendingL3, sensoryL3] -> ascendingL2 -> [centralL1, visual_centrifugalL2]",ascending,3,sensory,3,central,1,visual_centrifugal,2
665,mixed,BWD->mix,BWD,mix,1,2,1,555,6,1.658,18089,32.593,ascending,2,2,2,"[ascendingL3, centralL3] -> ascendingL2 -> [centralL2, visual_projectionL3]",ascending,3,central,3,central,2,visual_projection,3
924,mixed,BWD->LAT,BWD,LAT,0,2,2,555,3,1.625,7679,13.836,ascending,2,2,2,"[ascendingL3, sensoryL3] -> ascendingL2 -> [centralL2, visual_centrifugalL2]",ascending,3,sensory,3,central,2,visual_centrifugal,2
592,mixed,BWD->LAT,BWD,LAT,0,2,2,555,1,1.0,15341,27.641,ascending,2,2,2,"[centralL3, descendingL3] -> ascendingL2 -> [centralL2, visual_centrifugalL2]",central,3,descending,3,central,2,visual_centrifugal,2
249,mixed,BWD->LAT,BWD,LAT,0,2,2,555,3,1.075,15685,28.261,ascending,2,2,2,"[ascendingL3, centralL3] -> ascendingL2 -> [centralL2, visual_centrifugalL2]",ascending,3,central,3,central,2,visual_centrifugal,2
116,mixed,BWD->LAT,BWD,LAT,0,2,2,555,3,2.11,15082,27.175,ascending,2,2,2,"[centralL3, descendingL3] -> ascendingL2 -> [centralL2, descendingL2]",central,3,descending,3,central,2,descending,2
85,mixed,BWD->LAT,BWD,LAT,0,2,2,555,4,2.88,15426,27.795,ascending,2,2,2,"[ascendingL3, centralL3] -> ascendingL2 -> [centralL2, descendingL2]",ascending,3,central,3,central,2,descending,2
65,mixed,BWD->LAT,BWD,LAT,0,2,2,555,3,2.227,16436,29.614,ascending,2,2,2,"[ascendingL3, centralL3] -> ascendingL2 -> [centralL2, visual_projectionL2]",ascending,3,central,3,central,2,visual_projection,2
60,mixed,BWD->LAT,BWD,LAT,0,2,2,555,1,1.0,16627,29.959,ascending,2,2,2,"[centralL3, sensoryL3] -> ascendingL2 -> [centralL2, visual_centrifugalL2]",central,3,sensory,3,central,2,visual_centrifugal,2
40,mixed,BWD->LAT,BWD,LAT,0,2,2,555,1,1.0,7420,13.369,ascending,2,2,2,"[ascendingL3, sensoryL3] -> ascendingL2 -> [centralL2, descendingL2]",ascending,3,sensory,3,central,2,descending,2
40,mixed,BWD->LAT,BWD,LAT,0,2,2,555,1,1.0,16368,29.492,ascending,2,2,2,"[centralL3, sensoryL3] -> ascendingL2 -> [centralL2, descendingL2]",central,3,sensory,3,central,2,descending,2
18,mixed,BWD->LAT,BWD,LAT,0,2,2,555,2,1.8,6134,11.052,ascending,2,2,2,"[ascendingL3, descendingL3] -> ascendingL2 -> [centralL2, descendingL2]",ascending,3,descending,3,central,2,descending,2
182,mixed,BWD->FWD,BWD,FWD,2,2,0,555,1,1.0,11494,20.71,ascending,2,2,2,"[descendingL3, sensoryL3] -> ascendingL2 -> [ascendingL3, centralL3]",descending,3,sensory,3,ascending,3,central,3
96,mixed,BWD->FWD,BWD,FWD,2,2,0,555,1,1.0,11494,20.71,ascending,2,2,2,"[ascendingL3, sensoryL3] -> ascendingL2 -> [centralL3, descendingL3]",ascending,3,sensory,3,central,3,descending,3
30,mixed,BWD->FWD,BWD,FWD,2,2,0,555,1,1.0,11494,20.71,ascending,2,2,2,"[ascendingL3, descendingL3] -> ascendingL2 -> [centralL3, sensoryL3]",ascending,3,descending,3,central,3,sensory,3
21,mixed,BWD->FWD,BWD,FWD,2,2,0,555,1,1.0,14066,25.344,ascending,2,2,2,"[ascendingL3, sensoryL3] -> ascendingL2 -> [centralL3, visual_projectionL3]",ascending,3,sensory,3,central,3,visual_projection,3
21,mixed,BWD->FWD,BWD,FWD,2,2,0,555,1,1.0,14066,25.344,ascending,2,2,2,"[sensoryL3, visual_projectionL3] -> ascendingL2 -> [ascendingL3, centralL3]",sensory,3,visual_projection,3,ascending,3,central,3
15,mixed,BWD->FWD,BWD,FWD,2,2,0,555,1,1.0,14066,25.344,ascending,2,2,2,"[centralL3, sensoryL3] -> ascendingL2 -> [ascendingL3, visual_projectionL3]",central,3,sensory,3,ascending,3,visual_projection,3
40,pure_BWD,BWD->BWD,BWD,BWD,0,4,0,555,1,1.0,10158,18.303,ascending,2,2,2,"[centralL3, descendingL3] -> ascendingL2 -> [centralL1, visual_centrifugalL1]",central,3,descending,3,central,1,visual_centrifugal,1
24,pure_BWD,BWD->BWD,BWD,BWD,0,4,0,555,1,1.0,2496,4.497,ascending,2,2,2,"[ascendingL3, sensoryL3] -> ascendingL2 -> [centralL1, visual_centrifugalL1]",ascending,3,sensory,3,central,1,visual_centrifugal,1
12,pure_BWD,BWD->BWD,BWD,BWD,0,4,0,555,1,1.0,11444,20.62,ascending,2,2,2,"[centralL3, sensoryL3] -> ascendingL2 -> [centralL1, visual_centrifugalL1]",central,3,sensory,3,central,1,visual_centrifugal,1
8352,mixed,LAT->mix,LAT,mix,1,1,2,555,2,1.979,15092,27.193,ascending,2,2,2,"[centralL2, descendingL2] -> ascendingL2 -> [ascendingL1, centralL3]",central,2,descending,2,ascending,1,central,3
8352,mixed,LAT->mix,LAT,mix,1,1,2,555,2,1.979,15474,27.881,ascending,2,2,2,"[centralL2, descendingL2] -> ascendingL2 -> [centralL1, centralL3]",central,2,descending,2,central,1,central,3
726,mixed,LAT->mix,LAT,mix,1,0,3,555,1,1.0,9562,17.229,ascending,2,2,2,"[descendingL2, sensoryL2] -> ascendingL2 -> [centralL2, endocrineL3]",descending,2,sensory,2,central,2,endocrine,3
594,mixed,LAT->mix,LAT,mix,1,0,3,555,2,1.8,9514,17.142,ascending,2,2,2,"[centralL2, sensoryL2] -> ascendingL2 -> [endocrineL2, endocrineL3]",central,2,sensory,2,endocrine,2,endocrine,3
528,mixed,LAT->mix,LAT,mix,1,0,3,555,1,1.0,18968,34.177,ascending,2,2,2,"[descendingL2, sensoryL2] -> ascendingL2 -> [centralL2, centralL3]",descending,2,sensory,2,central,2,central,3
508,mixed,LAT->mix,LAT,mix,1,0,3,555,2,1.965,18920,34.09,ascending,2,2,2,"[centralL2, sensoryL2] -> ascendingL2 -> [centralL3, endocrineL2]",central,2,sensory,2,central,3,endocrine,2
480,mixed,LAT->mix,LAT,mix,1,1,2,555,2,1.923,6144,11.07,ascending,2,2,2,"[centralL2, descendingL2] -> ascendingL2 -> [ascendingL1, ascendingL3]",central,2,descending,2,ascending,1,ascending,3
480,mixed,LAT->mix,LAT,mix,1,1,2,555,2,1.923,6526,11.759,ascending,2,2,2,"[centralL2, descendingL2] -> ascendingL2 -> [ascendingL3, centralL1]",central,2,descending,2,ascending,3,central,1
448,mixed,LAT->mix,LAT,mix,1,1,2,555,1,1.0,19069,34.359,ascending,2,2,2,"[centralL2, sensoryL2] -> ascendingL2 -> [ascendingL1, centralL3]",central,2,sensory,2,ascending,1,central,3
369,mixed,LAT->mix,LAT,mix,1,1,2,555,3,1.823,16484,29.701,ascending,2,2,2,"[centralL2, visual_projectionL2] -> ascendingL2 -> [centralL1, centralL3]",central,2,visual_projection,2,central,1,central,3
1344,mixed,LAT->BWD,LAT,BWD,0,2,2,555,2,1.96,6192,11.157,ascending,2,2,2,"[centralL2, descendingL2] -> ascendingL2 -> [ascendingL1, centralL1]",central,2,descending,2,ascending,1,central,1
5148,mixed,LAT->FWD,LAT,FWD,2,0,2,555,2,1.899,18945,34.135,ascending,2,2,2,"[centralL2, sensoryL2] -> ascendingL2 -> [centralL3, endocrineL3]",central,2,sensory,2,central,3,endocrine,3
3058,mixed,LAT->FWD,LAT,FWD,2,0,2,555,4,1.935,15426,27.795,ascending,2,2,2,"[centralL2, descendingL2] -> ascendingL2 -> [ascendingL3, centralL3]",central,2,descending,2,ascending,3,central,3
2144,mixed,LAT->FWD,LAT,FWD,2,0,2,555,3,1.03,14968,26.969,ascending,2,2,2,"[centralL2, descendingL2] -> ascendingL2 -> [centralL3, endocrineL3]",central,2,descending,2,central,3,endocrine,3
1886,mixed,LAT->FWD,LAT,FWD,2,0,2,555,5,2.848,19059,34.341,ascending,2,2,2,"[centralL2, sensoryL2] -> ascendingL2 -> [centralL3, descendingL3]",central,2,sensory,2,central,3,descending,3
1824,mixed,LAT->FWD,LAT,FWD,2,0,2,555,4,2.0,15082,27.175,ascending,2,2,2,"[centralL2, descendingL2] -> ascendingL2 -> [centralL3, descendingL3]",central,2,descending,2,central,3,descending,3
1782,mixed,LAT->FWD,LAT,FWD,2,0,2,555,2,1.8,9653,17.393,ascending,2,2,2,"[centralL2, sensoryL2] -> ascendingL2 -> [descendingL3, endocrineL3]",central,2,sensory,2,descending,3,endocrine,3
1028,mixed,LAT->FWD,LAT,FWD,2,0,2,555,4,3.529,16436,29.614,ascending,2,2,2,"[centralL2, visual_projectionL2] -> ascendingL2 -> [ascendingL3, centralL3]",central,2,visual_projection,2,ascending,3,central,3
825,mixed,LAT->FWD,LAT,FWD,2,0,2,555,3,1.084,5676,10.227,ascending,2,2,2,"[centralL2, descendingL2] -> ascendingL2 -> [descendingL3, endocrineL3]",central,2,descending,2,descending,3,endocrine,3
630,mixed,LAT->FWD,LAT,FWD,2,0,2,555,1,1.0,11397,20.535,ascending,2,2,2,"[centralL2, sensoryL2] -> ascendingL2 -> [ascendingL3, sensoryL3]",central,2,sensory,2,ascending,3,sensory,3
630,mixed,LAT->FWD,LAT,FWD,2,0,2,555,1,1.0,5997,10.805,ascending,2,2,2,"[descendingL2, sensoryL2] -> ascendingL2 -> [ascendingL3, sensoryL3]",descending,2,sensory,2,ascending,3,sensory,3
66,pure_LAT,LAT->LAT,LAT,LAT,0,0,4,555,1,1.0,9537,17.184,ascending,2,2,2,"[descendingL2, sensoryL2] -> ascendingL2 -> [centralL2, endocrineL2]",descending,2,sensory,2,central,2,endocrine,2
22,pure_LAT,LAT->LAT,LAT,LAT,0,0,4,555,1,1.0,9537,17.184,ascending,2,2,2,"[centralL2, sensoryL2] -> ascendingL2 -> [descendingL2, endocrineL2]",central,2,sensory,2,descending,2,endocrine,2
50358,mixed,FWD->mix,FWD,mix,2,1,1,487,12,3.174,19471,39.982,ascending,3,2,2,"[ascendingL2, sensoryL2] -> ascendingL3 -> [centralL2, centralL3]",ascending,2,sensory,2,central,2,central,3
32955,mixed,FWD->mix,FWD,mix,2,1,1,487,6,1.015,15494,31.815,ascending,3,2,2,"[ascendingL2, centralL2] -> ascendingL3 -> [centralL3, descendingL2]",ascending,2,central,2,central,3,descending,2
16630,mixed,FWD->mix,FWD,mix,2,1,1,487,12,1.166,15494,31.815,ascending,3,2,2,"[ascendingL2, descendingL2] -> ascendingL3 -> [centralL2, centralL3]",ascending,2,descending,2,central,2,central,3
7698,mixed,FWD->mix,FWD,mix,2,1,1,487,4,2.377,19471,39.982,ascending,3,2,2,"[centralL2, sensoryL2] -> ascendingL3 -> [ascendingL2, centralL3]",central,2,sensory,2,ascending,2,central,3
6586,mixed,FWD->mix,FWD,mix,2,1,1,487,9,5.133,16504,33.889,ascending,3,2,2,"[ascendingL2, centralL2] -> ascendingL3 -> [centralL3, visual_projectionL2]",ascending,2,central,2,central,3,visual_projection,2
5899,mixed,FWD->mix,FWD,mix,2,1,1,487,3,2.206,18968,38.949,ascending,3,2,2,"[descendingL2, sensoryL2] -> ascendingL3 -> [centralL2, centralL3]",descending,2,sensory,2,central,2,central,3
5552,mixed,FWD->mix,FWD,mix,2,1,1,487,2,1.204,18968,38.949,ascending,3,2,2,"[centralL2, sensoryL2] -> ascendingL3 -> [centralL3, descendingL2]",central,2,sensory,2,central,3,descending,2
4725,mixed,FWD->mix,FWD,mix,2,1,1,487,4,1.473,14071,28.893,ascending,3,2,2,"[ascendingL2, sensoryL2] -> ascendingL3 -> [centralL3, descendingL2]",ascending,2,sensory,2,central,3,descending,2
4017,mixed,FWD->mix,FWD,mix,2,1,1,487,7,2.455,10179,20.901,ascending,3,2,2,"[ascendingL2, sensoryL2] -> ascendingL3 -> [centralL2, descendingL3]",ascending,2,sensory,2,central,2,descending,3
2326,mixed,FWD->mix,FWD,mix,2,1,1,487,10,5.67,15753,32.347,ascending,3,2,2,"[ascendingL2, centralL2] -> ascendingL3 -> [centralL3, visual_centrifugalL2]",ascending,2,central,2,central,3,visual_centrifugal,2
14053,mixed,FWD->LAT,FWD,LAT,2,0,2,487,15,2.596,15585,32.002,ascending,3,2,2,"[ascendingL2, centralL2] -> ascendingL3 -> [centralL3, descendingL3]",ascending,2,central,2,central,3,descending,3
8162,mixed,FWD->LAT,FWD,LAT,2,0,2,487,7,2.286,14162,29.08,ascending,3,2,2,"[ascendingL2, sensoryL2] -> ascendingL3 -> [centralL3, descendingL3]",ascending,2,sensory,2,central,3,descending,3
7090,mixed,FWD->LAT,FWD,LAT,2,0,2,487,6,2.386,19059,39.136,ascending,3,2,2,"[centralL2, sensoryL2] -> ascendingL3 -> [centralL3, descendingL3]",central,2,sensory,2,central,3,descending,3
6092,mixed,FWD->LAT,FWD,LAT,2,0,2,487,11,6.328,18157,37.283,ascending,3,2,2,"[ascendingL2, centralL2] -> ascendingL3 -> [centralL3, visual_projectionL3]",ascending,2,central,2,central,3,visual_projection,3
3167,mixed,FWD->LAT,FWD,LAT,2,0,2,487,5,1.513,15082,30.969,ascending,3,2,2,"[centralL2, descendingL2] -> ascendingL3 -> [centralL3, descendingL3]",central,2,descending,2,central,3,descending,3
2050,mixed,FWD->LAT,FWD,LAT,2,0,2,487,4,1.133,10185,20.914,ascending,3,2,2,"[ascendingL2, descendingL2] -> ascendingL3 -> [centralL3, descendingL3]",ascending,2,descending,2,central,3,descending,3
1259,mixed,FWD->LAT,FWD,LAT,2,0,2,487,3,1.878,13659,28.047,ascending,3,2,2,"[descendingL2, sensoryL2] -> ascendingL3 -> [centralL3, descendingL3]",descending,2,sensory,2,central,3,descending,3
