motif_count,hourglass_type,signature,fanin_sig,fanout_sig,n_FWD,n_BWD,n_LAT,n_waist,n_waist_active,n_waist_eff,n_periphery,compression,bottleneck_area,bottleneck_level,k_in,k_out,structure_str,fan_in_0_area,fan_in_0_level,fan_in_1_area,fan_in_1_level,fan_out_0_area,fan_out_0_level,fan_out_1_area,fan_out_1_level
15536,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,22,4.352,65982,24.303,visual_projection,3,2,2,"[opticL2, visual_centrifugalL2] -> visual_projectionL3 -> [descendingL3, opticL3]",optic,2,visual_centrifugal,2,descending,3,optic,3
14053,mixed,FWD->LAT,FWD,LAT,2,0,2,487,15,2.596,15585,32.002,ascending,3,2,2,"[ascendingL2, centralL2] -> ascendingL3 -> [centralL3, descendingL3]",ascending,2,central,2,central,3,descending,3
13250,mixed,FWD->LAT,FWD,LAT,2,0,2,35584,14,2.229,1499,0.042,optic,2,2,2,"[visual_centrifugalL1, visual_projectionL1] -> opticL2 -> [visual_centrifugalL2, visual_projectionL2]",visual_centrifugal,1,visual_projection,1,visual_centrifugal,2,visual_projection,2
12732,mixed,FWD->LAT,FWD,LAT,2,0,2,1062,16,2.518,36021,33.918,visual_projection,2,2,2,"[visual_centrifugalL1, visual_projectionL1] -> visual_projectionL2 -> [opticL2, visual_centrifugalL2]",visual_centrifugal,1,visual_projection,1,optic,2,visual_centrifugal,2
12547,mixed,FWD->LAT,FWD,LAT,2,0,2,1062,18,2.538,41162,38.759,visual_projection,2,2,2,"[visual_centrifugalL1, visual_projectionL1] -> visual_projectionL2 -> [centralL2, opticL2]",visual_centrifugal,1,visual_projection,1,central,2,optic,2
11024,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,22,5.597,45473,16.749,visual_projection,3,2,2,"[opticL2, visual_centrifugalL2] -> visual_projectionL3 -> [centralL3, descendingL3]",optic,2,visual_centrifugal,2,central,3,descending,3
10130,mixed,FWD->LAT,FWD,LAT,2,0,2,1062,14,2.749,48151,45.34,visual_projection,2,2,2,"[opticL1, visual_projectionL1] -> visual_projectionL2 -> [centralL2, opticL2]",optic,1,visual_projection,1,central,2,optic,2
9798,mixed,FWD->LAT,FWD,LAT,2,0,2,311,10,1.279,7094,22.81,visual_centrifugal,2,2,2,"[centralL1, visual_centrifugalL1] -> visual_centrifugalL2 -> [centralL2, visual_projectionL2]",central,1,visual_centrifugal,1,central,2,visual_projection,2
9570,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,22,4.979,9310,0.987,central,3,2,2,"[centralL2, visual_projectionL2] -> centralL3 -> [visual_centrifugalL3, visual_projectionL3]",central,2,visual_projection,2,visual_centrifugal,3,visual_projection,3
9446,mixed,FWD->LAT,FWD,LAT,2,0,2,1062,42,14.506,12842,12.092,visual_projection,2,2,2,"[opticL1, visual_centrifugalL1] -> visual_projectionL2 -> [centralL2, visual_centrifugalL2]",optic,1,visual_centrifugal,1,central,2,visual_centrifugal,2
9404,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,81,31.419,78992,29.095,visual_projection,3,2,2,"[opticL2, sensoryL2] -> visual_projectionL3 -> [centralL3, opticL3]",optic,2,sensory,2,central,3,optic,3
9042,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,29,2.311,16030,5.904,visual_projection,3,2,2,"[centralL2, visual_projectionL2] -> visual_projectionL3 -> [centralL3, visual_centrifugalL3]",central,2,visual_projection,2,central,3,visual_centrifugal,3
8576,mixed,FWD->LAT,FWD,LAT,2,0,2,81,9,2.163,17913,221.148,visual_centrifugal,3,2,2,"[centralL2, visual_centrifugalL2] -> visual_centrifugalL3 -> [centralL3, visual_projectionL3]",central,2,visual_centrifugal,2,central,3,visual_projection,3
8289,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,60,6.387,50552,18.62,visual_projection,3,2,2,"[centralL2, opticL2] -> visual_projectionL3 -> [centralL3, visual_centrifugalL3]",central,2,optic,2,central,3,visual_centrifugal,3
8272,mixed,FWD->LAT,FWD,LAT,2,0,2,81,6,1.644,13523,166.951,visual_centrifugal,3,2,2,"[visual_centrifugalL2, visual_projectionL2] -> visual_centrifugalL3 -> [centralL3, visual_projectionL3]",visual_centrifugal,2,visual_projection,2,central,3,visual_projection,3
8162,mixed,FWD->LAT,FWD,LAT,2,0,2,487,7,2.286,14162,29.08,ascending,3,2,2,"[ascendingL2, sensoryL2] -> ascendingL3 -> [centralL3, descendingL3]",ascending,2,sensory,2,central,3,descending,3
8135,mixed,FWD->LAT,FWD,LAT,2,0,2,143,4,1.055,15523,108.552,descending,3,2,2,"[ascendingL2, centralL2] -> descendingL3 -> [centralL3, visual_centrifugalL3]",ascending,2,central,2,central,3,visual_centrifugal,3
8112,mixed,FWD->LAT,FWD,LAT,2,0,2,81,3,1.1,76025,938.58,visual_centrifugal,3,2,2,"[opticL2, visual_projectionL2] -> visual_centrifugalL3 -> [centralL3, opticL3]",optic,2,visual_projection,2,central,3,optic,3
7889,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,18,2.291,31398,11.565,visual_projection,3,2,2,"[visual_centrifugalL2, visual_projectionL2] -> visual_projectionL3 -> [opticL3, visual_centrifugalL3]",visual_centrifugal,2,visual_projection,2,optic,3,visual_centrifugal,3
7791,mixed,FWD->LAT,FWD,LAT,2,0,2,1062,10,2.01,43010,40.499,visual_projection,2,2,2,"[opticL1, visual_projectionL1] -> visual_projectionL2 -> [opticL2, visual_centrifugalL2]",optic,1,visual_projection,1,optic,2,visual_centrifugal,2
7638,mixed,FWD->LAT,FWD,LAT,2,0,2,81,7,1.136,40245,496.852,visual_centrifugal,3,2,2,"[ascendingL2, visual_centrifugalL2] -> visual_centrifugalL3 -> [centralL3, opticL3]",ascending,2,visual_centrifugal,2,central,3,optic,3
7590,mixed,FWD->LAT,FWD,LAT,2,0,2,311,15,2.767,7130,22.926,visual_centrifugal,2,2,2,"[centralL1, visual_projectionL1] -> visual_centrifugalL2 -> [centralL2, visual_projectionL2]",central,1,visual_projection,1,central,2,visual_projection,2
7428,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,2,1.056,9653,1.023,central,3,2,2,"[centralL2, sensoryL2] -> centralL3 -> [descendingL3, endocrineL3]",central,2,sensory,2,descending,3,endocrine,3
7360,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,7,2.147,9716,1.03,central,3,2,2,"[centralL2, visual_projectionL2] -> centralL3 -> [ascendingL3, visual_projectionL3]",central,2,visual_projection,2,ascending,3,visual_projection,3
7342,mixed,FWD->LAT,FWD,LAT,2,0,2,311,7,3.926,41234,132.585,visual_centrifugal,2,2,2,"[ascendingL1, visual_centrifugalL1] -> visual_centrifugalL2 -> [centralL2, opticL2]",ascending,1,visual_centrifugal,1,central,2,optic,2
7225,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,32,5.021,10889,4.011,visual_projection,3,2,2,"[visual_centrifugalL2, visual_projectionL2] -> visual_projectionL3 -> [centralL3, visual_centrifugalL3]",visual_centrifugal,2,visual_projection,2,central,3,visual_centrifugal,3
7090,mixed,FWD->LAT,FWD,LAT,2,0,2,487,6,2.386,19059,39.136,ascending,3,2,2,"[centralL2, sensoryL2] -> ascendingL3 -> [centralL3, descendingL3]",central,2,sensory,2,central,3,descending,3
6908,mixed,FWD->LAT,FWD,LAT,2,0,2,311,7,3.818,41162,132.354,visual_centrifugal,2,2,2,"[visual_centrifugalL1, visual_projectionL1] -> visual_centrifugalL2 -> [centralL2, opticL2]",visual_centrifugal,1,visual_projection,1,central,2,optic,2
6328,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,8,1.069,75518,27.815,visual_projection,3,2,2,"[ascendingL2, opticL2] -> visual_projectionL3 -> [centralL3, opticL3]",ascending,2,optic,2,central,3,optic,3
6092,mixed,FWD->LAT,FWD,LAT,2,0,2,487,11,6.328,18157,37.283,ascending,3,2,2,"[ascendingL2, centralL2] -> ascendingL3 -> [centralL3, visual_projectionL3]",ascending,2,central,2,central,3,visual_projection,3
6002,mixed,FWD->LAT,FWD,LAT,2,0,2,143,5,1.598,10529,73.629,descending,3,2,2,"[ascendingL2, descendingL2] -> descendingL3 -> [ascendingL3, centralL3]",ascending,2,descending,2,ascending,3,central,3
5904,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,3,1.018,36601,13.481,visual_projection,3,2,2,"[centralL2, visual_projectionL2] -> visual_projectionL3 -> [descendingL3, opticL3]",central,2,visual_projection,2,descending,3,optic,3
5724,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,2,1.113,6179,0.655,central,3,2,2,"[ascendingL2, centralL2] -> centralL3 -> [descendingL3, endocrineL3]",ascending,2,central,2,descending,3,endocrine,3
5130,mixed,FWD->LAT,FWD,LAT,2,0,2,311,7,3.048,41270,132.701,visual_centrifugal,2,2,2,"[ascendingL1, visual_projectionL1] -> visual_centrifugalL2 -> [centralL2, opticL2]",ascending,1,visual_projection,1,central,2,optic,2
4896,mixed,FWD->LAT,FWD,LAT,2,0,2,311,10,1.278,7202,23.158,visual_centrifugal,2,2,2,"[ascendingL1, centralL1] -> visual_centrifugalL2 -> [centralL2, visual_projectionL2]",ascending,1,central,1,central,2,visual_projection,2
4874,mixed,FWD->LAT,FWD,LAT,2,0,2,81,7,2.277,13767,169.963,visual_centrifugal,3,2,2,"[ascendingL2, visual_projectionL2] -> visual_centrifugalL3 -> [centralL3, visual_projectionL3]",ascending,2,visual_projection,2,central,3,visual_projection,3
4816,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,1,1.0,12225,1.296,central,3,2,2,"[centralL2, sensoryL2] -> centralL3 -> [endocrineL3, visual_projectionL3]",central,2,sensory,2,endocrine,3,visual_projection,3
4816,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,1,1.0,9997,1.06,central,3,2,2,"[centralL2, sensoryL2] -> centralL3 -> [ascendingL3, endocrineL3]",central,2,sensory,2,ascending,3,endocrine,3
4677,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,11,2.187,50614,18.642,visual_projection,3,2,2,"[centralL2, opticL2] -> visual_projectionL3 -> [centralL3, descendingL3]",central,2,optic,2,central,3,descending,3
4617,mixed,FWD->LAT,FWD,LAT,2,0,2,81,6,2.018,8865,109.444,visual_centrifugal,3,2,2,"[ascendingL2, centralL2] -> visual_centrifugalL3 -> [descendingL3, visual_projectionL3]",ascending,2,central,2,descending,3,visual_projection,3
4523,mixed,FWD->LAT,FWD,LAT,2,0,2,311,5,1.714,48115,154.711,visual_centrifugal,2,2,2,"[opticL1, visual_centrifugalL1] -> visual_centrifugalL2 -> [centralL2, opticL2]",optic,1,visual_centrifugal,1,central,2,optic,2
4478,mixed,FWD->LAT,FWD,LAT,2,0,2,311,4,2.232,48223,155.058,visual_centrifugal,2,2,2,"[ascendingL1, opticL1] -> visual_centrifugalL2 -> [centralL2, opticL2]",ascending,1,optic,1,central,2,optic,2
4408,mixed,FWD->LAT,FWD,LAT,2,0,2,81,3,1.845,9372,115.704,visual_centrifugal,3,2,2,"[centralL2, visual_projectionL2] -> visual_centrifugalL3 -> [descendingL3, visual_projectionL3]",central,2,visual_projection,2,descending,3,visual_projection,3
4363,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,18,4.494,31460,11.587,visual_projection,3,2,2,"[visual_centrifugalL2, visual_projectionL2] -> visual_projectionL3 -> [descendingL3, opticL3]",visual_centrifugal,2,visual_projection,2,descending,3,optic,3
4320,mixed,FWD->LAT,FWD,LAT,2,0,2,311,5,3.609,48151,154.826,visual_centrifugal,2,2,2,"[opticL1, visual_projectionL1] -> visual_centrifugalL2 -> [centralL2, opticL2]",optic,1,visual_projection,1,central,2,optic,2
4265,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,22,5.101,6738,0.714,central,3,2,2,"[centralL2, visual_projectionL2] -> centralL3 -> [descendingL3, visual_centrifugalL3]",central,2,visual_projection,2,descending,3,visual_centrifugal,3
4200,mixed,FWD->LAT,FWD,LAT,2,0,2,143,1,1.0,9209,64.399,descending,3,2,2,"[ascendingL2, centralL2] -> descendingL3 -> [ascendingL3, visual_projectionL3]",ascending,2,central,2,ascending,3,visual_projection,3
4041,mixed,FWD->LAT,FWD,LAT,2,0,2,35584,7,3.576,8488,0.239,optic,2,2,2,"[opticL1, visual_projectionL1] -> opticL2 -> [visual_centrifugalL2, visual_projectionL2]",optic,1,visual_projection,1,visual_centrifugal,2,visual_projection,2
4032,mixed,FWD->LAT,FWD,LAT,2,0,2,143,1,1.0,16436,114.937,descending,3,2,2,"[centralL2, visual_projectionL2] -> descendingL3 -> [ascendingL3, centralL3]",central,2,visual_projection,2,ascending,3,central,3
3940,mixed,FWD->LAT,FWD,LAT,2,0,2,1062,18,4.415,36475,34.346,visual_projection,2,2,2,"[centralL1, visual_centrifugalL1] -> visual_projectionL2 -> [opticL2, visual_centrifugalL2]",central,1,visual_centrifugal,1,optic,2,visual_centrifugal,2
3668,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,2,1.031,6523,0.691,central,3,2,2,"[ascendingL2, centralL2] -> centralL3 -> [ascendingL3, endocrineL3]",ascending,2,central,2,ascending,3,endocrine,3
3619,mixed,FWD->LAT,FWD,LAT,2,0,2,143,2,1.347,16368,114.462,descending,3,2,2,"[centralL2, descendingL2] -> descendingL3 -> [centralL3, sensoryL3]",central,2,descending,2,central,3,sensory,3
3612,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,1,1.0,8751,0.928,central,3,2,2,"[ascendingL2, centralL2] -> centralL3 -> [endocrineL3, visual_projectionL3]",ascending,2,central,2,endocrine,3,visual_projection,3
3376,mixed,FWD->LAT,FWD,LAT,2,0,2,311,1,1.0,40229,129.354,visual_centrifugal,2,2,2,"[centralL1, visual_projectionL1] -> visual_centrifugalL2 -> [opticL2, sensoryL2]",central,1,visual_projection,1,optic,2,sensory,2
3300,mixed,FWD->LAT,FWD,LAT,2,0,2,143,1,1.0,12757,89.21,descending,3,2,2,"[ascendingL2, descendingL2] -> descendingL3 -> [centralL3, visual_projectionL3]",ascending,2,descending,2,central,3,visual_projection,3
3296,mixed,FWD->LAT,FWD,LAT,2,0,2,1062,17,3.825,12878,12.126,visual_projection,2,2,2,"[opticL1, visual_projectionL1] -> visual_projectionL2 -> [centralL2, visual_centrifugalL2]",optic,1,visual_projection,1,central,2,visual_centrifugal,2
3168,mixed,FWD->LAT,FWD,LAT,2,0,2,143,1,1.0,15020,105.035,descending,3,2,2,"[centralL2, descendingL2] -> descendingL3 -> [centralL3, visual_centrifugalL3]",central,2,descending,2,central,3,visual_centrifugal,3
3167,mixed,FWD->LAT,FWD,LAT,2,0,2,487,5,1.513,15082,30.969,ascending,3,2,2,"[centralL2, descendingL2] -> ascendingL3 -> [centralL3, descendingL3]",central,2,descending,2,central,3,descending,3
3130,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,14,3.199,6231,0.66,central,3,2,2,"[ascendingL2, centralL2] -> centralL3 -> [descendingL3, visual_centrifugalL3]",ascending,2,central,2,descending,3,visual_centrifugal,3
3108,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,7,2.032,4819,0.511,central,3,2,2,"[ascendingL2, visual_projectionL2] -> centralL3 -> [ascendingL3, visual_projectionL3]",ascending,2,visual_projection,2,ascending,3,visual_projection,3
3080,mixed,FWD->LAT,FWD,LAT,2,0,2,81,1,1.0,44883,554.111,visual_centrifugal,3,2,2,"[centralL2, descendingL2] -> visual_centrifugalL3 -> [centralL3, opticL3]",central,2,descending,2,central,3,optic,3
3060,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,1,1.0,4575,0.485,central,3,2,2,"[visual_centrifugalL2, visual_projectionL2] -> centralL3 -> [ascendingL3, visual_projectionL3]",visual_centrifugal,2,visual_projection,2,ascending,3,visual_projection,3
2905,mixed,FWD->LAT,FWD,LAT,2,0,2,81,2,1.005,48045,593.148,visual_centrifugal,3,2,2,"[opticL2, visual_centrifugalL2] -> visual_centrifugalL3 -> [centralL3, visual_projectionL3]",optic,2,visual_centrifugal,2,central,3,visual_projection,3
2816,mixed,FWD->LAT,FWD,LAT,2,0,2,143,2,1.659,11471,80.217,descending,3,2,2,"[ascendingL2, descendingL2] -> descendingL3 -> [centralL3, sensoryL3]",ascending,2,descending,2,central,3,sensory,3
2762,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,8,1.046,45386,16.717,visual_projection,3,2,2,"[ascendingL2, centralL2] -> visual_projectionL3 -> [centralL3, opticL3]",ascending,2,central,2,central,3,optic,3
2727,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,19,4.513,10951,4.034,visual_projection,3,2,2,"[visual_centrifugalL2, visual_projectionL2] -> visual_projectionL3 -> [centralL3, descendingL3]",visual_centrifugal,2,visual_projection,2,central,3,descending,3
2687,mixed,FWD->LAT,FWD,LAT,2,0,2,81,5,2.804,36094,445.605,visual_centrifugal,3,2,2,"[ascendingL2, centralL2] -> visual_centrifugalL3 -> [descendingL3, opticL3]",ascending,2,central,2,descending,3,optic,3
2620,mixed,FWD->LAT,FWD,LAT,2,0,2,81,3,2.668,36601,451.864,visual_centrifugal,3,2,2,"[centralL2, visual_projectionL2] -> visual_centrifugalL3 -> [descendingL3, opticL3]",central,2,visual_projection,2,descending,3,optic,3
2616,mixed,FWD->LAT,FWD,LAT,2,0,2,81,5,2.702,80415,992.778,visual_centrifugal,3,2,2,"[centralL2, opticL2] -> visual_centrifugalL3 -> [centralL3, opticL3]",central,2,optic,2,central,3,optic,3
2551,mixed,FWD->LAT,FWD,LAT,2,0,2,81,4,2.854,75274,929.309,visual_centrifugal,3,2,2,"[opticL2, visual_centrifugalL2] -> visual_centrifugalL3 -> [centralL3, opticL3]",optic,2,visual_centrifugal,2,central,3,optic,3
2502,mixed,FWD->LAT,FWD,LAT,2,0,2,311,2,1.049,36801,118.331,visual_centrifugal,2,2,2,"[ascendingL1, descendingL1] -> visual_centrifugalL2 -> [opticL2, visual_projectionL2]",ascending,1,descending,1,optic,2,visual_projection,2
2430,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,3,1.078,40996,15.1,visual_projection,3,2,2,"[ascendingL2, visual_projectionL2] -> visual_projectionL3 -> [centralL3, opticL3]",ascending,2,visual_projection,2,central,3,optic,3
2315,mixed,FWD->LAT,FWD,LAT,2,0,2,1062,18,4.882,6379,6.007,visual_projection,2,2,2,"[centralL1, visual_projectionL1] -> visual_projectionL2 -> [centralL2, visual_centrifugalL2]",central,1,visual_projection,1,central,2,visual_centrifugal,2
2226,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,34,4.759,71061,26.173,visual_projection,3,2,2,"[centralL2, opticL2] -> visual_projectionL3 -> [opticL3, visual_centrifugalL3]",central,2,optic,2,optic,3,visual_centrifugal,3
2221,mixed,FWD->LAT,FWD,LAT,2,0,2,143,2,1.17,7420,51.888,descending,3,2,2,"[centralL2, descendingL2] -> descendingL3 -> [ascendingL3, sensoryL3]",central,2,descending,2,ascending,3,sensory,3
2210,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,1,1.0,8965,0.95,central,3,2,2,"[centralL2, visual_centrifugalL2] -> centralL3 -> [ascendingL3, visual_projectionL3]",central,2,visual_centrifugal,2,ascending,3,visual_projection,3
2178,mixed,FWD->LAT,FWD,LAT,2,0,2,5452,16,4.807,1051,0.193,central,2,2,2,"[ascendingL1, centralL1] -> centralL2 -> [descendingL2, visual_centrifugalL2]",ascending,1,central,1,descending,2,visual_centrifugal,2
2166,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,9,4.561,9372,0.993,central,3,2,2,"[centralL2, visual_projectionL2] -> centralL3 -> [descendingL3, visual_projectionL3]",central,2,visual_projection,2,descending,3,visual_projection,3
2154,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,14,4.543,8865,0.94,central,3,2,2,"[ascendingL2, centralL2] -> centralL3 -> [descendingL3, visual_projectionL3]",ascending,2,central,2,descending,3,visual_projection,3
2050,mixed,FWD->LAT,FWD,LAT,2,0,2,487,4,1.133,10185,20.914,ascending,3,2,2,"[ascendingL2, descendingL2] -> ascendingL3 -> [centralL3, descendingL3]",ascending,2,descending,2,central,3,descending,3
2020,mixed,FWD->LAT,FWD,LAT,2,0,2,9435,15,5.903,8803,0.933,central,3,2,2,"[ascendingL2, centralL2] -> centralL3 -> [visual_centrifugalL3, visual_projectionL3]",ascending,2,central,2,visual_centrifugal,3,visual_projection,3
1953,mixed,FWD->LAT,FWD,LAT,2,0,2,1062,29,9.809,5889,5.545,visual_projection,2,2,2,"[visual_centrifugalL1, visual_projectionL1] -> visual_projectionL2 -> [centralL2, visual_centrifugalL2]",visual_centrifugal,1,visual_projection,1,central,2,visual_centrifugal,2
1890,mixed,FWD->LAT,FWD,LAT,2,0,2,5452,1,1.0,11377,2.087,central,2,2,2,"[centralL1, sensoryL1] -> centralL2 -> [sensoryL2, visual_projectionL2]",central,1,sensory,1,sensory,2,visual_projection,2
1890,mixed,FWD->LAT,FWD,LAT,2,0,2,1062,23,9.997,6343,5.973,visual_projection,2,2,2,"[centralL1, visual_centrifugalL1] -> visual_projectionL2 -> [centralL2, visual_centrifugalL2]",central,1,visual_centrifugal,1,central,2,visual_centrifugal,2
1890,mixed,FWD->LAT,FWD,LAT,2,0,2,2715,3,1.319,45717,16.839,visual_projection,3,2,2,"[ascendingL2, opticL2] -> visual_projectionL3 -> [centralL3, descendingL3]",ascending,2,optic,2,central,3,descending,3
